id,text,user_id,createdtime
1037657154126196736,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,real_susumu,2018/09/06 20:01:58
1037657228558262272,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,busaikuberry,2018/09/06 20:02:16
1037657300725522435,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,Nolyne,2018/09/06 20:02:33
1037657864507031552,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,aka0282,2018/09/06 20:04:48
1037657872144850944,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,kmtstk,2018/09/06 20:04:50
1037657906911444992,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,skywillis,2018/09/06 20:04:58
1037657913727188993,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,Ilove0829,2018/09/06 20:05:00
1037657941174702080,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,wankoro_minarai,2018/09/06 20:05:06
1037658053317812225,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,skymods,2018/09/06 20:05:33
1037658179344068609,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,dominiasan,2018/09/06 20:06:03
1037658234381717504,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,2theparadise,2018/09/06 20:06:16
1037658275238432770,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,marchrabbit0615,2018/09/06 20:06:26
1037658416066441216,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,doraneko_tom,2018/09/06 20:06:59
1037658529862017024,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,nyaitter,2018/09/06 20:07:26
1037658752399241217,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,74_AKame_223,2018/09/06 20:08:19
1037658794887540736,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,zx9r98c1,2018/09/06 20:08:30
1037658827150094336,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,akaginorikmiin1,2018/09/06 20:08:37
1037658907856986112,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,tetsunotsuki,2018/09/06 20:08:57
1037659091039006720,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,arabica_coffee,2018/09/06 20:09:40
1037659336204378112,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,sacchir,2018/09/06 20:10:39
1037659545168793600,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,okachin0521,2018/09/06 20:11:29
1037659922983317505,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,pachuneko,2018/09/06 20:12:59
1037659961713553409,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,ronchantw,2018/09/06 20:13:08
1037659971293335553,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,keninter,2018/09/06 20:13:10
1037660021478187009,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,hanya20070318,2018/09/06 20:13:22
1037660205369020416,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,ussi69,2018/09/06 20:14:06
1037660336751439872,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,easyplaypink,2018/09/06 20:14:37
1037660510202691586,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,Ane5ch,2018/09/06 20:15:19
1037660752935415808,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,CsTsPs,2018/09/06 20:16:16
1037660908191866880,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,ghanamedama,2018/09/06 20:16:53
1037660977951518720,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,xhisamex,2018/09/06 20:17:10
1037661015922462720,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,ahwsk,2018/09/06 20:17:19
1037661396685582336,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,kitachan_rice,2018/09/06 20:18:50
1037661532622995457,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,spray_tb,2018/09/06 20:19:22
1037661550910222336,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,sawamons,2018/09/06 20:19:27
1037661696838397953,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,Santamadonna,2018/09/06 20:20:02
1037662151563866112,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,Silver_Sengoku,2018/09/06 20:21:50
1037662460256247808,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,ana0_324,2018/09/06 20:23:04
1037662522629705729,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,pirolchoco,2018/09/06 20:23:18
1037662736409276416,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,_91n,2018/09/06 20:24:09
1037662905481613314,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,chihayasky,2018/09/06 20:24:50
1037663006853746689,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,zeele666,2018/09/06 20:25:14
1037663155470487555,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,palomino3rd,2018/09/06 20:25:49
1037663246667247616,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,h7lastrun,2018/09/06 20:26:11
1037663247527075840,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,ma29,2018/09/06 20:26:11
1037663563236560896,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,den6mix,2018/09/06 20:27:26
1037664004573868032,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,akirainbow,2018/09/06 20:29:12
1037664229459775488,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,banki1975,2018/09/06 20:30:05
1037664253711331328,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,donrannene,2018/09/06 20:30:11
1037664301606039552,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,Lunapy,2018/09/06 20:30:23
1037664634767986688,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,llyk26love,2018/09/06 20:31:42
1037665311367942144,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,mkfj828,2018/09/06 20:34:23
1037665340723875841,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,fc1575,2018/09/06 20:34:30
1037665681938952192,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,yatengetu,2018/09/06 20:35:52
1037665891041796096,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,sippo_n,2018/09/06 20:36:41
1037665946113126400,RT @AbeShinzo: 北海道胆振東部地震によりお亡くなりになられた方々にお悔やみを申し上げるとともに被災されたすべての方々に心よりお見舞いを申し上げます。自衛隊、警察、消防、海上保安庁が現時点で２万１千人、ヘリ５１機、艦船１２隻の態勢で救命・救助活動に取り組んでおり現在…,Inokori335,2018/09/06 20:36:55
